# MicroCART On-board Quad Log
# Sample size: 1333
# IMU IIC failures: 0
# LiDAR IIC failures: 0
# Optical Flow IIC failures: 0
# Roll PID :	Kp = 35.000000 Ki = 0.000000 Kd = 1.000000 Alpha = 0.880000
# Pitch PID :	Kp = 35.000000 Ki = 0.000000 Kd = 1.000000 Alpha = 0.880000
# Yaw PID :	Kp = 2.600000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.000000
# Roll Rate PID :	Kp = 0.030000 Ki = 0.000000 Kd = 0.005000 Alpha = 0.880000
# Pitch Rate PID :	Kp = 0.030000 Ki = 0.000000 Kd = 0.005000 Alpha = 0.880000
# Yaw Rate PID :	Kp = 0.297000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.000000
# X pos PID :	Kp = 0.550000 Ki = 0.007500 Kd = 0.000000 Alpha = 0.000000
# Y pos PID :	Kp = 0.550000 Ki = 0.007500 Kd = 0.000000 Alpha = 0.000000
# Altitude PID :	Kp = -0.098040 Ki = -0.008170 Kd = -0.073530 Alpha = 0.880000
# X Vel PID :	Kp = -0.100000 Ki = 0.000000 Kd = -0.020000 Alpha = 0.000000
# Y Vel PID :	Kp = 0.100000 Ki = 0.000000 Kd = 0.020000 Alpha = 0.000000
# X Vel :	Kp = 0.000000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.880000
# Y Vel :	Kp = 0.000000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.880000
%Time	accel_x	accel_y	accel_z	gyro_x	gyro_y	gyro_z	mag_x	mag_y	mag_z	Roll_Constant	Yaw_Constant	X Setpoint_Constant	Y Setpoint_Constant	Alt Setpoint_Constant	Yaw Setpoint_Constant	Lidar_Constant	VRPN X_Constant	VRPN Y_Constant	VRPN Alt_Constant	Flow Vel X_Constant	Flow Vel Y_Constant	Flow Quality_Constant	Altitude PID_Correction	X pos PID_Correction	Y pos PID_Correction	Pitch PID_Correction	Roll PID_Correction	Yaw PID_Correction	Pitch Rate PID_Correction	Roll Rate PID_Correction	Yaw Rate PID_Correction	Pitch trim add_Sum	Signal Mixer_MOTOR 0	Signal Mixer_MOTOR 1	Signal Mixer_MOTOR 2	Signal Mixer_MOTOR 3	X Vel PID_Correction	Y Vel PID_Correction	X Vel_Correction	Y Vel_Correction	OF Offset Angle_Rotated X	OF Offset Angle_Rotated Y	OF Integrate X_Integrated	OF Integrate Y_Integrated	PSI Sum_Sum	Mag Yaw_Constant
&s	G	G	G	rad/s	rad/s	rad/s	uT	uT	uT	10ns_dutycycle	rad	rad	rad/s	rad/s	rad/s	10ns_dutycycle	10ns_dutycycle	10ns_dutycycle	rad	10ns_dutycycle	10ns_dutycycle	10ns_dutycycle	10ns_dutycycle	rad	rad	m/s	m/s	m/s	m/s	m	m	rad	rad	rad	rad	m	m	m	m	m	m	m	m	m/s	m/s	none
84.187172	-0.041453	0.008268	-0.989994	-0.003514	-0.009743	0.002317	57.773438	156.265625	-317.062500	-0.009915	-0.047399	0.000000	0.000000	-0.880000	-0.037849	-0.062868	-0.036813	0.116453	-0.095607	0.000000	0.000000	0.000000	0.084544	0.000000	0.000000	-0.052184	0.348210	-0.102422	-0.000974	0.010584	-0.031107	0.001532	0.182701	0.118539	0.141655	0.201922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001544	0.000000
84.192177	-0.038523	0.010465	-0.988529	0.002872	-0.007615	0.001253	-68.610130	57.773438	-317.062500	-0.009849	-0.041231	0.000000	0.000000	-0.880000	-0.037849	-0.062866	-0.036880	0.115742	-0.097480	0.000000	0.000000	0.000000	0.084578	0.000000	0.000000	-0.051614	0.344168	-0.102439	-0.001312	0.009502	-0.030797	0.001519	0.183844	0.119628	0.141255	0.200225	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001551	0.000000
84.197182	-0.030711	0.011441	-0.994388	-0.001385	-0.005486	0.001253	65.703125	150.562500	-308.750000	-0.009804	-0.042455	0.000000	0.000000	-0.880000	-0.037849	-0.062864	-0.036844	0.115718	-0.097708	0.000000	0.000000	0.000000	0.084612	0.000000	0.000000	-0.051756	0.341615	-0.102456	-0.001636	0.010152	-0.030802	0.001518	0.183558	0.118683	0.142259	0.200590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001557	0.000000
84.202187	-0.030223	0.018033	-0.998295	-0.003514	-0.009743	-0.001940	-78.022614	65.703125	-308.750000	-0.009777	-0.038629	0.000000	0.000000	-0.880000	-0.037849	-0.062861	-0.037025	0.116385	-0.097082	0.000000	0.000000	0.000000	0.084647	0.000000	0.000000	-0.051054	0.340182	-0.102432	-0.000947	0.010445	-0.029846	0.001504	0.181656	0.120069	0.142853	0.200651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001548	0.000000
84.207191	-0.031932	0.016568	-0.990726	-0.005642	-0.009743	-0.001940	63.437500	155.125000	-315.875000	-0.009773	-0.039232	0.000000	0.000000	-0.880000	-0.037849	-0.063260	-0.036673	0.116219	-0.097321	0.000000	0.000000	0.000000	0.083934	0.000000	0.000000	-0.051097	0.340203	-0.102408	-0.000983	0.010748	-0.029839	0.001501	0.180668	0.119023	0.142487	0.200198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001539	0.000000
84.212196	-0.038768	0.020719	-0.993412	-0.001385	-0.004422	-0.000876	-75.332527	63.437500	-315.875000	-0.009766	-0.046359	0.000000	0.000000	-0.880000	-0.037849	-0.063249	-0.036319	0.115560	-0.097761	0.000000	0.000000	0.000000	0.084070	0.000000	0.000000	-0.053400	0.340007	-0.102397	-0.001881	0.010059	-0.030152	0.001537	0.182703	0.118637	0.142518	0.199060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001535	0.000000
84.217201	-0.045359	0.017789	-0.998539	-0.002450	-0.001229	0.002317	57.773438	156.265625	-317.062500	-0.009785	-0.043047	0.000000	0.000000	-0.880000	-0.037849	-0.063238	-0.036684	0.116508	-0.096563	0.000000	0.000000	0.000000	0.084193	0.000000	0.000000	-0.056901	0.341326	-0.102427	-0.002416	0.010280	-0.031109	0.001596	0.184097	0.117048	0.142440	0.199827	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001546	0.000000
84.222206	-0.048045	0.011686	-0.996097	-0.005642	-0.007615	0.003381	-68.594261	57.773438	-317.062500	-0.009837	-0.048587	0.000000	0.000000	-0.880000	-0.037849	-0.063227	-0.037055	0.116547	-0.096311	0.000000	0.000000	0.000000	0.084305	0.000000	0.000000	-0.058232	0.344565	-0.102472	-0.001409	0.010860	-0.031439	0.001621	0.182952	0.117258	0.141795	0.201856	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001564	0.000000
84.227211	-0.050975	0.002896	-0.989505	-0.006706	-0.007615	0.006574	56.640625	155.125000	-311.125000	-0.009906	-0.024390	0.000000	0.000000	-0.880000	-0.037849	-0.063217	-0.037578	0.116555	-0.096300	0.000000	0.000000	0.000000	0.084408	0.000000	0.000000	-0.058911	0.348585	-0.102559	-0.001442	0.011098	-0.032413	0.001635	0.183824	0.116115	0.141195	0.203136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001597	0.000000
84.232216	-0.050975	-0.004428	-0.994877	-0.002450	-0.004422	0.007638	-67.257828	56.640625	-311.125000	-0.009952	-0.039252	0.000000	0.000000	-0.880000	-0.037849	-0.063207	-0.036873	0.116284	-0.097035	0.000000	0.000000	0.000000	0.084501	0.000000	0.000000	-0.059531	0.351071	-0.102659	-0.001951	0.010482	-0.032758	0.001649	0.185389	0.115970	0.140835	0.202450	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001635	0.000000
84.237221	-0.047557	-0.006137	-0.996341	-0.000321	-0.004422	0.008703	57.773438	151.703125	-314.687500	-0.009973	-0.046221	0.000000	0.000000	-0.880000	-0.037849	-0.063197	-0.036673	0.115725	-0.097417	0.000000	0.000000	0.000000	0.084587	0.000000	0.000000	-0.059010	0.352006	-0.102773	-0.001900	0.010205	-0.033108	0.001644	0.186050	0.116034	0.140244	0.202661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001679	0.000000
84.242226	-0.036570	-0.001742	-0.992679	-0.001385	-0.008679	0.006574	-68.606987	57.773438	-314.687500	-0.009977	-0.046221	0.000000	0.000000	-0.880000	-0.037849	-0.063188	-0.036673	0.115725	-0.097417	0.000000	0.000000	0.000000	0.084666	0.000000	0.000000	-0.056369	0.351895	-0.102860	-0.001151	0.010405	-0.032502	0.001602	0.184573	0.117268	0.140380	0.203082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001712	0.000000
84.247231	-0.029734	0.004605	-0.990970	-0.003514	-0.009743	0.003381	58.906250	148.281250	-311.125000	-0.009969	-0.043374	0.000000	0.000000	-0.880000	-0.037849	-0.063179	-0.036851	0.115640	-0.097394	0.000000	0.000000	0.000000	0.084739	0.000000	0.000000	-0.053244	0.351050	-0.102905	-0.000931	0.010722	-0.031567	0.001550	0.183174	0.118178	0.141485	0.202757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001730	0.000000
84.252235	-0.033152	0.009000	-0.988285	-0.001385	-0.008679	0.001253	-69.961639	58.906250	-311.125000	-0.009932	-0.041058	0.000000	0.000000	-0.880000	-0.037849	-0.063170	-0.036789	0.115722	-0.097550	0.000000	0.000000	0.000000	0.084806	0.000000	0.000000	-0.050928	0.348618	-0.102922	-0.001066	0.010320	-0.030940	0.001508	0.183152	0.119140	0.141912	0.201660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001737	0.000000
84.257240	-0.028758	0.017545	-0.990726	-0.001385	-0.005486	-0.001940	60.039062	147.140625	-312.312500	-0.009887	-0.039567	0.000000	0.000000	-0.880000	-0.037849	-0.063161	-0.036860	0.116261	-0.097083	0.000000	0.000000	0.000000	0.084869	0.000000	0.000000	-0.050425	0.345871	-0.102898	-0.001554	0.010259	-0.029985	0.001496	0.182809	0.119732	0.143358	0.200219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001727	0.000000
84.262245	-0.039256	0.018277	-0.995121	-0.003514	-0.006550	-0.000876	-71.298851	60.039062	-312.312500	-0.009858	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063153	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.084929	0.000000	0.000000	-0.050555	0.344166	-0.102887	-0.001373	0.010546	-0.030297	0.001494	0.182714	0.119372	0.143211	0.201059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001723	0.000000
84.267250	-0.043406	0.010953	-0.996097	-0.006706	-0.008679	-0.000876	62.304688	151.703125	-309.937500	-0.009856	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063145	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.084985	0.000000	0.000000	-0.050757	0.344172	-0.102877	-0.001054	0.011011	-0.030294	0.001494	0.181983	0.119286	0.143416	0.201897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001719	0.000000
84.272255	-0.045359	0.008268	-0.994632	-0.004578	-0.007615	-0.003004	-73.986839	62.304688	-309.937500	-0.009856	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063136	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085039	0.000000	0.000000	-0.051517	0.344233	-0.102839	-0.001261	0.010636	-0.029651	0.001504	0.181976	0.120151	0.143945	0.200725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001704	0.000000
84.277260	-0.042674	0.001187	-0.993412	-0.000321	-0.001229	-0.003004	87.861320	-73.986839	-309.937500	-0.009841	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063128	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085090	0.000000	0.000000	-0.053997	0.343477	-0.102800	-0.002300	0.009954	-0.029639	0.001544	0.183736	0.119857	0.144365	0.199044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001689	0.000000
84.282265	-0.037059	0.008268	-1.000492	-0.001385	-0.004422	0.000189	64.570312	149.421875	-317.062500	-0.009835	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063120	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085139	0.000000	0.000000	-0.055189	0.343221	-0.102803	-0.001771	0.010149	-0.030589	0.001564	0.184009	0.119291	0.143131	0.200766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001691	0.000000
84.287270	-0.037547	0.003629	-0.995853	-0.004578	-0.007615	0.001253	-76.673218	64.570312	-317.062500	-0.009844	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063112	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085186	0.000000	0.000000	-0.055274	0.343839	-0.102820	-0.001265	0.010669	-0.030910	0.001566	0.183351	0.119002	0.142870	0.202160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001697	0.000000
84.292274	-0.040477	0.010709	-0.988773	-0.005642	-0.008679	0.003381	61.171875	146.000000	-308.750000	-0.009855	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063105	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085230	0.000000	0.000000	-0.055038	0.344614	-0.102865	-0.001118	0.010826	-0.031555	0.001563	0.183737	0.118391	0.142279	0.203153	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001715	0.000000
84.297279	-0.038768	0.008023	-0.989750	-0.001385	-0.003358	0.004446	-72.642220	61.171875	-308.750000	-0.009845	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063098	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085272	0.000000	0.000000	-0.056357	0.344029	-0.102924	-0.001988	0.010132	-0.031889	0.001586	0.185677	0.117924	0.142164	0.201965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001737	0.000000
84.302284	-0.044627	0.010709	-0.997074	-0.003514	-0.006550	0.007638	62.304688	151.703125	-317.062500	-0.009846	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063091	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085313	0.000000	0.000000	-0.056594	0.344155	-0.103024	-0.001469	0.010483	-0.032867	0.001592	0.185826	0.117155	0.141058	0.203854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001776	0.000000
84.307289	-0.049754	0.008268	-0.998295	-0.005642	-0.009743	0.006574	-73.985672	62.304688	-317.062500	-0.009858	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.063085	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.085353	0.000000	0.000000	-0.055598	0.344957	-0.103111	-0.000964	0.010819	-0.032576	0.001577	0.184734	0.117653	0.141220	0.204444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001809	0.000000
84.312294	-0.050730	0.007291	-0.989505	-0.004578	-0.010807	0.006574	57.773438	151.703125	-317.062500	-0.009867	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.064486	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.082771	0.000000	0.000000	-0.053755	0.345470	-0.103198	-0.000799	0.010639	-0.032602	0.001546	0.182193	0.115391	0.138267	0.201874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001842	0.000000
84.317299	-0.039500	0.002408	-0.990726	0.001807	-0.003358	0.003381	-68.612038	57.773438	-317.062500	-0.009842	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.065255	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.081662	0.000000	0.000000	-0.053479	0.344001	-0.103242	-0.001966	0.009621	-0.031667	0.001541	0.182334	0.115068	0.138242	0.197644	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001860	0.000000
84.322304	-0.035350	0.005582	-0.995365	-0.003514	-0.008679	0.002317	64.570312	153.984375	-317.062500	-0.009841	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.066010	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.080709	0.000000	0.000000	-0.051239	0.343954	-0.103273	-0.001045	0.010495	-0.031360	0.001502	0.179280	0.114468	0.137549	0.198179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001872	0.000000
84.327309	-0.031199	-0.000033	-0.989750	-0.003514	-0.007615	0.003381	-76.685020	64.570312	-317.062500	-0.009833	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.066749	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.079894	0.000000	0.000000	-0.049525	0.343575	-0.103318	-0.001181	0.010475	-0.031690	0.001470	0.178950	0.113208	0.136521	0.197538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001889	0.000000
84.332314	-0.028025	0.011686	-0.985843	-0.005642	-0.009743	0.000189	65.703125	148.281250	-308.750000	-0.009830	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.067474	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.079200	0.000000	0.000000	-0.047852	0.343436	-0.103322	-0.000821	0.010783	-0.030743	0.001438	0.176641	0.113513	0.136721	0.196564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001890	0.000000
84.337318	-0.027293	0.012418	-0.998783	-0.001385	-0.002294	0.000189	-78.028915	65.703125	-308.750000	-0.009803	-0.047346	0.000000	0.000000	-0.880000	-0.037849	-0.068183	-0.036287	0.115430	-0.097587	0.000000	0.000000	0.000000	0.078612	0.000000	0.000000	-0.049429	0.341936	-0.103325	-0.002024	0.010062	-0.030744	0.001460	0.177977	0.112442	0.136614	0.194053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001891	0.000000
84.342323	-0.033396	0.014127	-1.001713	-0.003514	-0.006550	0.000189	62.304688	151.703125	-314.687500	-0.009791	-0.047993	0.000000	0.000000	-0.880000	-0.037849	-0.068879	-0.036347	0.115392	-0.097683	0.000000	0.000000	0.000000	0.078117	0.000000	0.000000	-0.050816	0.341361	-0.103328	-0.001354	0.010392	-0.030745	0.001480	0.176483	0.112285	0.135779	0.194559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001893	0.000000
84.347328	-0.044139	0.008023	-0.998295	-0.007771	-0.008679	0.000189	-73.982788	62.304688	-314.687500	-0.009807	-0.040489	0.000000	0.000000	-0.880000	-0.037849	-0.069560	-0.036682	0.115953	-0.097562	0.000000	0.000000	0.000000	0.077703	0.000000	0.000000	-0.052414	0.342450	-0.103332	-0.001080	0.011058	-0.030746	0.001505	0.175130	0.111479	0.135755	0.195086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001894	0.000000
84.352333	-0.051951	0.009732	-0.988773	-0.006706	-0.007615	-0.000876	61.171875	155.125000	-311.125000	-0.009823	-0.039705	0.000000	0.000000	-0.880000	-0.037849	-0.070227	-0.036901	0.115769	-0.097358	0.000000	0.000000	0.000000	0.077360	0.000000	0.000000	-0.054488	0.343511	-0.103321	-0.001330	0.010864	-0.030426	0.001540	0.174912	0.111400	0.135787	0.193981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001890	0.000000
84.357338	-0.048289	0.001432	-0.993168	0.001807	0.000899	-0.001940	-72.634682	61.171875	-311.125000	-0.009800	-0.038532	0.000000	0.000000	-0.880000	-0.037849	-0.070882	-0.036811	0.116387	-0.097101	0.000000	0.000000	0.000000	0.077079	0.000000	0.000000	-0.058471	0.342198	-0.103296	-0.002735	0.009505	-0.030103	0.001608	0.177071	0.111397	0.135876	0.190613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001880	0.000000
84.362343	-0.046336	0.006070	-0.996586	-0.002450	-0.006550	0.002317	63.437500	159.687500	-311.125000	-0.009799	-0.040168	0.000000	0.000000	-0.880000	-0.037849	-0.071523	-0.036737	0.116066	-0.096846	0.000000	0.000000	0.000000	0.076852	0.000000	0.000000	-0.059204	0.342207	-0.103327	-0.001525	0.010229	-0.031376	0.001625	0.176185	0.110382	0.133890	0.193592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001892	0.000000
84.367348	-0.042430	-0.000277	-0.998539	-0.004578	-0.008679	0.004446	-75.328659	63.437500	-311.125000	-0.009804	-0.039340	0.000000	0.000000	-0.880000	-0.037849	-0.072152	-0.036810	0.116234	-0.097142	0.000000	0.000000	0.000000	0.076673	0.000000	0.000000	-0.058388	0.342584	-0.103386	-0.001188	0.010572	-0.032026	0.001616	0.175974	0.109546	0.133067	0.194743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001915	0.000000
84.372353	-0.043406	0.009244	-0.991947	-0.005642	-0.011872	0.005510	61.171875	150.562500	-311.125000	-0.009807	-0.041240	0.000000	0.000000	-0.880000	-0.037849	-0.072768	-0.036807	0.115812	-0.097059	0.000000	0.000000	0.000000	0.076534	0.000000	0.000000	-0.055947	0.342882	-0.103459	-0.000672	0.010722	-0.032364	0.001578	0.175508	0.109436	0.132225	0.195608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001943	0.000000
84.377357	-0.036326	0.012418	-0.997562	0.000743	-0.002294	0.008703	-72.649132	61.171875	-311.125000	-0.009777	-0.043604	0.000000	0.000000	-0.880000	-0.037849	-0.073373	-0.036779	0.116521	-0.096360	0.000000	0.000000	0.000000	0.076431	0.000000	0.000000	-0.055970	0.341111	-0.103573	-0.002187	0.009679	-0.033346	0.001580	0.178945	0.107879	0.131612	0.193929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001987	0.000000
84.382362	-0.035838	0.015592	-1.002689	-0.003514	-0.009743	0.008703	86.271210	-72.649132	-311.125000	-0.009769	-0.040275	0.000000	0.000000	-0.880000	-0.037849	-0.073965	-0.036802	0.116170	-0.097004	0.000000	0.000000	0.000000	0.076359	0.000000	0.000000	-0.053695	0.340806	-0.103687	-0.000933	0.010372	-0.033380	0.001543	0.176959	0.108334	0.130945	0.195839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002031	0.000000
84.387367	-0.033641	0.008268	-0.999271	-0.003514	-0.009743	0.005510	63.437500	150.562500	-318.250000	-0.009767	-0.040298	0.000000	0.000000	-0.880000	-0.037849	-0.074547	-0.036851	0.116320	-0.097000	0.000000	0.000000	0.000000	0.076314	0.000000	0.000000	-0.051801	0.340826	-0.103760	-0.000922	0.010368	-0.032453	0.001510	0.175982	0.109231	0.131811	0.194873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002059	0.000000
84.392372	-0.044871	0.009977	-0.989994	-0.005642	-0.010807	0.001253	-75.338577	63.437500	-318.250000	-0.009781	-0.039855	0.000000	0.000000	-0.880000	-0.037849	-0.075117	-0.036879	0.116291	-0.097113	0.000000	0.000000	0.000000	0.076292	0.000000	0.000000	-0.050085	0.341766	-0.103778	-0.000752	0.010711	-0.031194	0.001479	0.174188	0.110295	0.133221	0.194105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002066	0.000000
84.397377	-0.029979	0.005826	-0.983646	0.001807	-0.000165	-0.003004	61.171875	152.843750	-311.125000	-0.009761	-0.037833	0.000000	0.000000	-0.880000	-0.037849	-0.075676	-0.036707	0.115810	-0.097404	0.000000	0.000000	0.000000	0.076290	0.000000	0.000000	-0.051933	0.340656	-0.103739	-0.002454	0.009526	-0.029918	0.001507	0.175797	0.111052	0.135012	0.189940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002051	0.000000
84.402382	-0.034861	0.009244	-0.992679	-0.004578	-0.006550	-0.003004	-72.636024	61.171875	-311.125000	-0.009775	-0.042105	0.000000	0.000000	-0.880000	-0.037849	-0.076225	-0.036911	0.115769	-0.097353	0.000000	0.000000	0.000000	0.076306	0.000000	0.000000	-0.052282	0.341585	-0.103701	-0.001399	0.010588	-0.029907	0.001511	0.173684	0.111072	0.135046	0.192061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002036	0.000000
84.407387	-0.039988	-0.005404	-0.993656	-0.004578	-0.007615	-0.001940	57.773438	153.984375	-309.937500	-0.009787	-0.053294	0.000000	0.000000	-0.880000	-0.037849	-0.076763	-0.036529	0.116715	-0.098929	0.000000	0.000000	0.000000	0.076337	0.000000	0.000000	-0.052827	0.342343	-0.103676	-0.001253	0.010586	-0.030216	0.001519	0.173880	0.110942	0.134620	0.192546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002027	0.000000
84.412392	-0.040965	0.000943	-0.992679	-0.005642	-0.011872	-0.000876	-68.604362	57.773438	-309.937500	-0.009795	-0.039522	0.000000	0.000000	-0.880000	-0.037849	-0.077290	-0.036847	0.116173	-0.097136	0.000000	0.000000	0.000000	0.076382	0.000000	0.000000	-0.052421	0.342877	-0.103666	-0.000615	0.010740	-0.030529	0.001512	0.173446	0.111158	0.133869	0.193697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002023	0.000000
84.417397	-0.039012	0.003141	-0.992679	-0.000321	-0.001229	0.003381	61.171875	148.281250	-313.500000	-0.009767	-0.039522	0.000000	0.000000	-0.880000	-0.037849	-0.077807	-0.036847	0.116173	-0.097136	0.000000	0.000000	0.000000	0.076439	0.000000	0.000000	-0.055265	0.341178	-0.103711	-0.002368	0.009857	-0.031806	0.001559	0.177417	0.109068	0.133519	0.192395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002040	0.000000
84.422401	-0.036082	0.006070	-0.995121	-0.002450	-0.007615	0.005510	-72.632156	61.171875	-313.500000	-0.009739	-0.039272	0.000000	0.000000	-0.880000	-0.037849	-0.078313	-0.036784	0.116313	-0.097332	0.000000	0.000000	0.000000	0.076507	0.000000	0.000000	-0.056109	0.339622	-0.103783	-0.001347	0.010176	-0.032460	0.001575	0.176798	0.109185	0.132230	0.194457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002068	0.000000
84.427406	-0.042186	0.004117	-0.993412	-0.004578	-0.009743	0.006574	61.171875	155.125000	-311.125000	-0.009715	-0.039272	0.000000	0.000000	-0.880000	-0.037849	-0.078808	-0.036784	0.116313	-0.097332	0.000000	0.000000	0.000000	0.076584	0.000000	0.000000	-0.056289	0.338360	-0.103870	-0.001046	0.010468	-0.032802	0.001580	0.176624	0.108929	0.131956	0.195468	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002101	0.000000
